"","income","apr","OccGroup"
"26022","$75-100k",0.18633,"Executive"
"26024","$75-100k",0.14816,"Admin Assistant"
"26026","$25-50k",0.15713,"Other"
"26027","$25-50k",0.23961,"Other"
"26028","$25-50k",0.158,"Medical Technician"
"26029","$50-75k",0.1899,"Food Service Mgmt"
"26030","$25-50k",0.27285,"Medical Technician"
"26031","$50-75k",0.09837,"Other"
"26032","$75-100k",0.29973,"Executive"
"26033","$1-25k",0.35797,"Other"
"26034","$50-75k",0.24252,"Truck Driver"
"26036","$25-50k",0.2832,"Truck Driver"
"26037","$25-50k",0.35356,"Construction"
"26038","$50-75k",0.22456,"Other"
"26040","$25-50k",0.14857,"Other"
"26041","$75-100k",0.23462,"Professional"
"26042","$75-100k",0.11766,"Programmer"
"26043","$75-100k",0.27467,"Other"
"26045","$100k+",0.14453,"Other"
"26046","$100k+",0.20436,"Executive"
"26047","$25-50k",0.28032,"Programmer"
"26049","$100k+",0.24246,"Other"
"26050","$100k+",0.28851,"Professional"
"26051","$1-25k",0.30532,"Other"
"26053","$100k+",0.07439,"Professional"
"26054","$50-75k",0.09333,"Nursing"
"26055","$50-75k",0.17036,"Teaching"
"26056","$50-75k",0.13271,"Tradesman"
"26057","$50-75k",0.36945,"Realtor"
"26058","$50-75k",0.27623,"Analyst"
"26060","$75-100k",0.15868,"Accountant"
"26061","$50-75k",0.11696,"Other"
"26062","$75-100k",0.09387,"Engineer"
"26063","$100k+",0.29554,"Retail Management"
"26064","$25-50k",0.22237,"Professional"
"26065","$75-100k",0.18183,"Medical Technician"
"26066","$50-75k",0.19144,"Professional"
"26067","$75-100k",0.19501,"Attorney"
"26068","$50-75k",0.18733,"Other"
"26069","$75-100k",0.24264,"Teaching"
"26070","$100k+",0.25572,"Professional"
"26071","$1-25k",0.24702,"Other"
"26072","$25-50k",0.20626,"Other"
"26073","$100k+",0.14206,"Other"
"26074","$25-50k",0.26822,"Other"
"26075","$25-50k",0.13227,"Other"
"26076","$50-75k",0.09648,"Other"
"26077","$25-50k",0.17522,"Other"
"26078","$75-100k",0.12801,"Teaching"
"26079","$100k+",0.08191,"Engineer"
"26080","$25-50k",0.29464,"Sales"
"26081","$100k+",0.12726,"Other"
"26082","$25-50k",0.20524,"Other"
"26084","$100k+",0.17061,"Analyst"
"26085","$100k+",0.23477,"Professional"
"26086","$25-50k",0.35797,"Other"
"26087","$25-50k",0.3142,"Other"
"26088","$50-75k",0.22242,"Other"
"26089","$100k+",0.09,"Other"
"26090","$50-75k",0.17849,"Medical Technician"
"26091","$100k+",0.24246,"Professional"
"26092","$50-75k",0.22338,"Clerical"
"26093","$50-75k",0.37443,"Professional"
"26094","$25-50k",0.12562,"Medical Technician"
"26095","$25-50k",0.37453,"Retail Management"
"26096","$75-100k",0.26047,"Accountant"
"26097","$75-100k",0.16289,"Other"
"26098","$50-75k",0.16717,"Realtor"
"26099","$25-50k",0.2878,"Nursing"
"26100","$100k+",0.16732,"Professional"
"26101","$25-50k",0.35797,"Police Officer"
"26102","$25-50k",0.30131,"Food Service Mgmt"
"26103","$50-75k",0.16304,"None provided"
"26104","$50-75k",0.22712,"Clerical"
"26105","$100k+",0.35643,"Civil Service"
"26106","$25-50k",0.22283,"Analyst"
"26107","$25-50k",0.30564,"Police Officer"
"26108","$100k+",0.35244,"Engineer"
"26109","$50-75k",0.19501,"Skilled Labor"
"26110","$1-25k",0.15833,"Sales"
"26111","$50-75k",0.13227,"Professional"
"26112","$75-100k",0.19645,"Tradesman"
"26113","$1-25k",0.35643,"Other"
"26114","$50-75k",0.21434,"Attorney"
"26115","$25-50k",0.14494,"Other"
"26116","$100k+",0.35797,"Programmer"
"26117","$100k+",0.22549,"Programmer"
"26118","$50-75k",0.35413,"Medical Technician"
"26119","$50-75k",0.30532,"Retail Management"
"26120","$25-50k",0.37453,"Clerical"
"26121","$25-50k",0.21739,"Tradesman"
"26122","$75-100k",0.10019,"Engineer"
"26123","$1-25k",0.31344,"Sales"
"26124","$50-75k",0.22131,"Civil Service"
"26125","$25-50k",0.30285,"Professional"
"26126","$100k+",0.13799,"Executive"
"26127","$50-75k",0.35797,"Clerical"
"26128","$100k+",0.26128,"Fireman"
"26129","$50-75k",0.28726,"Postal Service"
"26130","$50-75k",0.33215,"Sales"
"26131","$75-100k",0.27181,"Programmer"
"26132","$100k+",0.13836,"Professional"
"26133","$50-75k",0.35643,"Military"
"26134","$25-50k",0.10336,"Professional"
"26136","$25-50k",0.37453,"Retail Management"
"26137","$100k+",0.13799,"Sales"
"26138","$50-75k",0.16304,"Executive"
"26139","$75-100k",0.13636,"Professional"
"26140","$75-100k",0.22712,"Other"
"26141","$50-75k",0.16686,"Other"
"26142","$50-75k",0.16732,"Analyst"
"26143","$50-75k",0.35797,"Sales"
"26144","$25-50k",0.28545,"Executive"
"26145","$25-50k",0.09688,"Other"
"26147","$50-75k",0.16993,"Accountant"
"26148","$50-75k",0.19501,"Professional"
"26149","$1-25k",0.18943,"Professional"
"26150","$50-75k",0.31032,"Programmer"
"26151","$50-75k",0.20705,"Professional"
"26152","$25-50k",0.127,"Other"
"26153","$75-100k",0.17198,"Engineer"
"26154","$50-75k",0.13804,"Nursing"
"26155","$25-50k",0.37453,"Other"
"26156","$50-75k",0.27773,"Programmer"
"26157","$50-75k",0.15783,"Other"
"26158","$75-100k",0.3179,"Retail Management"
"26159","$100k+",0.19501,"Executive"
"26160","$1-25k",0.12745,"Sales"
"26161","$25-50k",0.1802,"Other"
"26162","$1-25k",0.35797,"Other"
"26163","$25-50k",0.29464,"Other"
"26164","$100k+",0.25486,"Professional"
"26165","$25-50k",0.18454,"Tradesman"
"26166","$50-75k",0.37453,"Other"
"26167","$50-75k",0.22242,"Truck Driver"
"26168","$75-100k",0.35643,"Other"
"26169","$50-75k",0.22283,"Other"
"26170","$25-50k",0.19987,"Construction"
"26171","$75-100k",0.35285,"Professional"
"26172","$25-50k",0.20217,"Truck Driver"
"26173","$25-50k",0.22744,"Clerical"
"26174","$25-50k",0.20735,"Retail Management"
"26175","$50-75k",0.26021,"Professional"
"26176","$100k+",0.15844,"Programmer"
"26177","$100k+",0.15833,"Professional"
"26178","$25-50k",0.30564,"Analyst"
"26179","$50-75k",0.2951,"Admin Assistant"
"26180","$25-50k",0.22207,"Truck Driver"
"26181","$75-100k",0.37453,"Executive"
"26182","$100k+",0.17061,"Programmer"
"26183","$1-25k",0.18163,"Other"
"26184","$50-75k",0.11296,"Analyst"
"26185","$50-75k",0.34045,"Analyst"
"26186","$50-75k",0.31032,"Police Officer"
"26187","$25-50k",0.22945,"Postal Service"
"26188","$75-100k",0.16294,"Accountant"
"26189","$50-75k",0.16056,"Construction"
"26190","$100k+",0.21687,"Chemist"
"26191","$25-50k",0.17813,"Programmer"
"26192","$100k+",0.17189,"Civil Service"
"26193","$50-75k",0.35797,"Police Officer"
"26194","$1-25k",0.2878,"Clerical"
"26195","$50-75k",0.35797,"Construction"
"26196","$25-50k",0.11596,"Admin Assistant"
"26197","$75-100k",0.24753,"Professional"
"26198","$25-50k",0.16436,"Sales"
"26199","$25-50k",0.20624,"Analyst"
"26200","$25-50k",0.07607,"Truck Driver"
"26201","$25-50k",0.21372,"Other"
"26202","$75-100k",0.1802,"Sales"
"26204","$25-50k",0.23939,"Professional"
"26205","$50-75k",0.13942,"Other"
"26206","$100k+",0.16147,"Engineer"
"26207","$1-25k",0.35643,"Other"
"26209","$50-75k",0.22226,"Other"
"26210","$25-50k",0.13705,"Accountant"
"26211","$25-50k",0.14409,"Investor"
"26212","$50-75k",0.23872,"Clerical"
"26213","$50-75k",0.30532,"Other"
"26214","$100k+",0.10878,"Analyst"
"26217","$50-75k",0.27757,"Analyst"
"26218","$75-100k",0.12691,"Police Officer"
"26219","$25-50k",0.13504,"Other"
"26220","$25-50k",0.09378,"Professional"
"26221","$50-75k",0.37453,"Truck Driver"
"26222","$50-75k",0.11696,"Other"
"26223","$100k+",0.1014,"Programmer"
"26224","$100k+",0.18725,"Other"
"26225","$50-75k",0.09,"Sales"
"26226","$25-50k",0.33286,"Clerical"
"26227","$100k+",0.13138,"Doctor/Dentist"
"26229","$25-50k",0.30532,"Accountant"
"26230","$75-100k",0.25424,"Other"
"26231","$75-100k",0.16324,"Other"
"26232","$50-75k",0.19221,"Teaching"
"26233","$50-75k",0.33215,"Other"
"26234","$50-75k",0.19602,"Social Worker"
"26235","$25-50k",0.21566,"Military"
"26236","$50-75k",0.2706,"Other"
"26237","$75-100k",0.16688,"Professional"
"26238","$75-100k",0.19988,"Professional"
"26239","$50-75k",0.2974,"Sales"
"26241","$25-50k",0.2951,"Executive"
"26242","$100k+",0.17849,"Analyst"
"26243","$25-50k",0.34621,"Other"
"26244","$50-75k",0.19298,"Admin Assistant"
"26245","$100k+",0.20053,"Executive"
"26246","$75-100k",0.19236,"Programmer"
"26247","$50-75k",0.19125,"Nursing"
"26248","$25-50k",0.33553,"Admin Assistant"
"26249","$1-25k",0.35797,"Sales"
"26251","$25-50k",0.24754,"Construction"
"26252","$50-75k",0.35797,"Engineer"
"26253","$25-50k",0.22693,"Other"
"26254","$75-100k",0.13799,"Sales"
"26255","$50-75k",0.14816,"Social Worker"
"26257","$50-75k",0.13942,"Other"
"26258","$75-100k",0.10846,"Other"
"26259","$50-75k",0.20358,"Other"
"26260","$1-25k",0.29546,"Other"
"26261","$100k+",0.37453,"Professional"
"26262","$25-50k",0.39153,"Admin Assistant"
"26263","$1-25k",0.30131,"Other"
"26264","$100k+",0.0903,"Other"
"26265","$1-25k",0.19228,"Food Service"
"26266","$50-75k",0.20572,"Tradesman"
"26267","$75-100k",0.2951,"Nursing"
"26268","$50-75k",0.1802,"Other"
"26269","$25-50k",0.20268,"Other"
"26271","$100k+",0.11766,"Engineer"
"26272","$25-50k",0.27462,"Other"
"26273","$25-50k",0.18068,"Sales"
"26274","$75-100k",0.15833,"Other"
"26275","$25-50k",0.19144,"Other"
"26276","$100k+",0.07371,"Other"
"26277","$25-50k",0.35244,"Other"
"26278","$75-100k",0.24758,"Skilled Labor"
"26279","$50-75k",0.23886,"Other"
"26280","$50-75k",0.12966,"Sales"
"26281","$25-50k",0.37453,"Other"
"26282","$25-50k",0.23032,"Analyst"
"26283","$50-75k",0.13202,"Other"
"26284","$75-100k",0.26855,"Teaching"
"26285","$75-100k",0.21434,"Sales"
"26286","$100k+",0.25279,"Executive"
"26287","$75-100k",0.08935,"Accountant"
"26288","$50-75k",0.37453,"Other"
"26289","$25-50k",0.18555,"Skilled Labor"
"26290","$25-50k",0.35132,"Other"
"26291","$50-75k",0.28544,"Other"
"26292","$50-75k",0.29394,"Engineer"
"26293","$1-25k",0.37453,"Other"
"26294","$50-75k",0.32576,"Retail Management"
"26295","$50-75k",0.12205,"Social Worker"
"26296","$25-50k",0.12614,"Other"
"26297","$50-75k",0.17061,"Professional"
"26298","$75-100k",0.28704,"Military"
"26299","$50-75k",0.35356,"Professor"
"26300","$25-50k",0.24807,"None provided"
"26301","$75-100k",0.21989,"Other"
"26302","$100k+",0.14714,"Executive"
"26303","$50-75k",0.10367,"Other"
"26304","$75-100k",0.16686,"Professional"
"26305","$25-50k",0.24563,"None provided"
"26306","$50-75k",0.21679,"Skilled Labor"
"26307","$50-75k",0.37453,"Retail Management"
"26308","$50-75k",0.15629,"Other"
"26309","$25-50k",0.28339,"Teaching"
"26311","$25-50k",0.15629,"Other"
"26312","$50-75k",0.24246,"Medical Technician"
"26313","$50-75k",0.15784,"Professional"
"26314","$25-50k",0.2129,"Clerical"
"26315","$75-100k",0.17601,"Sales"
"26316","$50-75k",0.19645,"Other"
"26317","$25-50k",0.12528,"Other"
"26318","$100k+",0.10843,"Doctor/Dentist"
"26319","$25-50k",0.2951,"Retail Management"
"26320","$75-100k",0.27462,"Scientist"
"26321","$25-50k",0.13524,"Professional"
"26322","$50-75k",0.13705,"Other"
"26323","$25-50k",0.17677,"Construction"
"26324","$25-50k",0.19985,"Professional"
"26325","$100k+",0.09434,"Executive"
"26326","$75-100k",0.27306,"Teaching"
"26327","$75-100k",0.18313,"Retail Management"
"26328","$50-75k",0.07439,"Executive"
"26329","$75-100k",0.21342,"Other"
"26331","$100k+",0.17685,"Professional"
"26332","$25-50k",0.25517,"Sales"
"26334","$50-75k",0.16324,"Other"
"26335","$25-50k",0.08483,"Doctor/Dentist"
"26337","$100k+",0.23318,"Engineer"
"26338","$75-100k",0.14768,"Programmer"
"26339","$75-100k",0.37633,"Sales"
"26341","$50-75k",0.16175,"Professional"
"26342","$75-100k",0.21434,"Other"
"26343","$75-100k",0.14207,"Programmer"
"26344","$25-50k",0.35244,"Sales"
"26345","$50-75k",0.36881,"Analyst"
"26346","$25-50k",0.35643,"Other"
"26348","$25-50k",0.2354,"Other"
"26349","$100k+",0.0762,"Programmer"
"26350","$75-100k",0.23277,"Professional"
"26351","$100k+",0.16175,"Police Officer"
"26352","$50-75k",0.34577,"Tradesman"
"26353","$50-75k",0.14132,"Professional"
"26354","$25-50k",0.16461,"Admin Assistant"
"26355","$25-50k",0.07431,"Clerical"
"26356","$100k+",0.14249,"Attorney"
"26357","$100k+",0.26877,"Other"
"26358","$100k+",0.26877,"Other"
"26359","$50-75k",0.28198,"Military"
"26360","$25-50k",0.17445,"Other"
"26361","$100k+",0.17522,"Other"
"26362","$25-50k",0.17394,"Admin Assistant"
"26363","$1-25k",0.35797,"Other"
"26364","$75-100k",0.34577,"Executive"
"26365","$75-100k",0.34621,"Other"
"26366","$50-75k",0.19501,"Professional"
"26367","$100k+",0.22362,"Programmer"
"26368","$75-100k",0.12427,"Analyst"
"26369","$1-25k",0.16309,"Other"
"26370","$75-100k",0.2004,"Professional"
"26371","$25-50k",0.23052,"Teaching"
"26372","$100k+",0.30933,"Nursing"
"26373","$75-100k",0.27725,"Professional"
"26374","$75-100k",0.23718,"Skilled Labor"
"26375","$25-50k",0.24807,"Sales"
"26376","$100k+",0.11548,"Food Service Mgmt"
"26377","$50-75k",0.09434,"Sales"
"26378","$50-75k",0.10461,"Truck Driver"
"26379","$25-50k",0.32378,"Chemist"
"26381","$100k+",0.22712,"Other"
"26382","$100k+",0.10542,"Other"
"26383","$100k+",0.23318,"Attorney"
"26384","$100k+",0.07426,"Other"
"26385","$50-75k",0.124,"Other"
"26386","$25-50k",0.2634,"Admin Assistant"
"26387","$50-75k",0.26528,"Sales"
"26388","$100k+",0.29363,"Professional"
"26390","$25-50k",0.28704,"Admin Assistant"
"26391","$25-50k",0.30833,"Other"
"26392","$50-75k",0.20462,"Teaching"
"26393","$1-25k",0.25625,"Clergy/Religious"
"26394","$50-75k",0.2214,"Other"
"26395","$1-25k",0.31375,"Clerical"
"26396","$50-75k",0.27707,"Clergy/Religious"
"26397","$25-50k",0.19236,"Other"
"26398","$25-50k",0.09736,"Social Worker"
"26399","$50-75k",0.202,"Other"
"26401","$100k+",0.13965,"Other"
"26402","$75-100k",0.19364,"Other"
"26403","$50-75k",0.25371,"Professional"
"26404","$50-75k",0.35356,"Laborer"
"26405","$50-75k",0.35643,"Engineer"
"26406","$50-75k",0.20626,"Retail Management"
"26407","$25-50k",0.24758,"Food Service Mgmt"
"26408","$25-50k",0.32989,"Clerical"
"26409","$25-50k",0.20358,"Food Service Mgmt"
"26410","$50-75k",0.15936,"Other"
"26411","$25-50k",0.24753,"Accountant"
"26412","$75-100k",0.14347,"Programmer"
"26413","$50-75k",0.14857,"Executive"
"26414","$75-100k",0.16147,"Programmer"
"26415","$25-50k",0.35838,"Other"
"26416","$50-75k",0.10184,"Programmer"
"26417","$25-50k",0.23847,"Construction"
"26419","$75-100k",0.21858,"Other"
"26420","$50-75k",0.08354,"Analyst"
"26421","$50-75k",0.17601,"Truck Driver"
"26422","$100k+",0.35643,"Accountant"
"26423","$100k+",0.18214,"Sales"
"26424","$100k+",0.19323,"Sales"
"26425","$1-25k",0.35797,"Other"
"26426","$75-100k",0.22354,"Admin Assistant"
"26427","$25-50k",0.24758,"Food Service Mgmt"
"26428","$25-50k",0.25785,"Analyst"
"26429","$50-75k",0.12205,"Other"
"26430","$75-100k",0.24758,"Other"
"26431","$100k+",0.27776,"Analyst"
"26432","$25-50k",0.09207,"Accountant"
"26433","$100k+",0.06828,"Admin Assistant"
"26434","$50-75k",0.12562,"Engineer"
"26435","$25-50k",0.1973,"Other"
"26436","$25-50k",0.20149,"Other"
"26437","$25-50k",0.22354,"Admin Assistant"
"26438","$25-50k",0.17722,"Skilled Labor"
"26439","$75-100k",0.21166,"Other"
"26440","$75-100k",0.19835,"Engineer"
"26441","$1-25k",0.35797,"Civil Service"
"26442","$25-50k",0.31053,"Other"
"26443","$25-50k",0.34025,"Professional"
"26444","$50-75k",0.16499,"Other"
"26445","$75-100k",0.20268,"Homemaker"
"26446","$25-50k",0.31848,"Other"
"26448","$100k+",0.09736,"Professional"
"26449","$50-75k",0.35858,"Teaching"
"26450","$75-100k",0.13413,"Analyst"
"26452","$75-100k",0.17601,"Tradesman"
"26453","$50-75k",0.13705,"Other"
"26454","$1-25k",0.22362,"Skilled Labor"
"26455","$25-50k",0.14039,"None provided"
"26456","$25-50k",0.11033,"Programmer"
"26457","$50-75k",0.35797,"Teaching"
"26459","$25-50k",0.16507,"Clerical"
"26460","$25-50k",0.32393,"Food Service Mgmt"
"26461","$100k+",0.08626,"Other"
"26462","$50-75k",0.21237,"Sales"
"26463","$50-75k",0.3302,"Accountant"
"26464","$1-25k",0.35838,"Other"
"26465","$50-75k",0.34887,"Other"
"26466","$75-100k",0.09643,"Sales"
"26467","$50-75k",0.18913,"Construction"
"26468","$25-50k",0.23504,"Sales"
"26469","$25-50k",0.24758,"Other"
"26470","$25-50k",0.24264,"Military"
"26471","$25-50k",0.14328,"Other"
"26472","$50-75k",0.27554,"Construction"
"26473","$100k+",0.12782,"Retail Management"
"26474","$50-75k",0.15713,"Programmer"
"26475","$75-100k",0.28851,"Nursing"
"26476","$100k+",0.21832,"Executive"
"26477","$50-75k",0.37196,"Food Service"
"26478","$75-100k",0.10878,"Skilled Labor"
"26479","$75-100k",0.12782,"Scientist"
"26480","$50-75k",0.25371,"Sales"
"26481","$100k+",0.11563,"Nursing"
"26482","$25-50k",0.19916,"Nursing"
"26483","$75-100k",0.33215,"Construction"
"26485","$25-50k",0.28974,"Other"
"26486","$25-50k",0.18938,"Accountant"
"26488","$50-75k",0.18302,"Clerical"
"26489","$100k+",0.17849,"Professional"
"26490","$25-50k",0.35797,"Clergy/Religious"
"26491","$25-50k",0.28339,"Military"
"26492","$75-100k",0.29363,"Other"
"26493","$25-50k",0.30564,"Military"
"26494","$50-75k",0.34631,"Teaching"
"26495","$25-50k",0.16499,"Other"
"26496","$25-50k",0.35797,"Admin Assistant"
"26497","$25-50k",0.27462,"Nursing"
"26498","$50-75k",0.17327,"Truck Driver"
"26499","$50-75k",0.25013,"Nursing"
"26500","$100k+",0.2004,"Professional"
"26501","$50-75k",0.35643,"Other"
"26502","$75-100k",0.14658,"Engineer"
"26503","$100k+",0.21156,"Sales"
"26504","$100k+",0.13227,"Other"
"26505","$50-75k",0.35797,"Sales"
"26507","$50-75k",0.27335,"Accountant"
"26508","$25-50k",0.16487,"Other"
"26509","$50-75k",0.20462,"Programmer"
"26510","$25-50k",0.15752,"Tradesman"
"26511","$25-50k",0.18478,"Admin Assistant"
"26512","$75-100k",0.13836,"Teaching"
"26513","$50-75k",0.1019,"Truck Driver"
"26514","$25-50k",0.24614,"Skilled Labor"
"26515","$1-25k",0.21933,"Laborer"
"26516","$75-100k",0.22108,"Engineer"
"26517","$50-75k",0.17522,"Other"
"26518","$25-50k",0.33709,"Other"
"26519","$25-50k",0.16732,"Accountant"
"26521","$50-75k",0.19236,"Admin Assistant"
"26522","$75-100k",0.11296,"Professional"
"26523","$50-75k",0.28771,"Other"
"26524","$25-50k",0.21566,"Other"
"26525","$50-75k",0.11194,"Other"
"26527","$100k+",0.2832,"Professional"
"26528","$100k+",0.12727,"Teaching"
"26529","$50-75k",0.07992,"Civil Service"
"26530","$1-25k",0.28574,"Clerical"
"26531","$25-50k",0.34105,"Accountant"
"26532","$50-75k",0.30131,"Laborer"
"26533","$25-50k",0.27467,"Other"
"26534","$100k+",0.10582,"Programmer"
"26535","$1-25k",0.35356,"Admin Assistant"
"26536","$50-75k",0.36349,"Construction"
"26537","$50-75k",0.27257,"Civil Service"
"26538","$25-50k",0.16157,"Other"
"26539","$1-25k",0.35797,"Other"
"26540","$50-75k",0.26128,"Engineer"
"26541","$50-75k",0.18965,"Professional"
"26542","$50-75k",0.18197,"Sales"
"26543","$50-75k",0.38723,"Other"
"26544","$50-75k",0.12402,"Other"
"26545","$25-50k",0.25718,"Other"
"26546","$75-100k",0.16157,"Professional"
"26547","$50-75k",0.29152,"Other"
"26548","$50-75k",0.22773,"Admin Assistant"
"26549","$100k+",0.19364,"Sales"
"26550","$100k+",0.24282,"Fireman"
"26551","$50-75k",0.35797,"Police Officer"
"26552","$100k+",0.18214,"Analyst"
"26553","$25-50k",0.1914,"Accountant"
"26555","$25-50k",0.17219,"Other"
"26556","$100k+",0.36438,"Other"
"26558","$75-100k",0.14117,"Other"
"26559","$50-75k",0.20593,"Professional"
"26560","$25-50k",0.16688,"Admin Assistant"
"26561","$50-75k",0.09579,"Professional"
"26562","$50-75k",0.08496,"Food Service Mgmt"
"26563","$75-100k",0.06589,"Military"
"26564","$50-75k",0.31032,"Civil Service"
"26565","$50-75k",0.2951,"Programmer"
"26566","$25-50k",0.34577,"Bus Driver"
"26567","$100k+",0.19364,"Other"
"26568","$25-50k",0.10878,"Programmer"
"26569","$50-75k",0.16147,"Tradesman"
"26570","$1-25k",0.22415,"Sales"
"26571","$100k+",0.08325,"Military"
"26572","$1-25k",0.35797,"Other"
"26573","$50-75k",0.29567,"Other"
"26574","$25-50k",0.16294,"Retail Management"
"26576","$50-75k",0.18555,"Other"
"26577","$50-75k",0.19987,"Construction"
"26578","$25-50k",0.127,"Professional"
"26579","$100k+",0.13983,"Retail Management"
"26580","$100k+",0.12461,"Engineer"
"26581","$50-75k",0.17135,"Principal"
"26582","$50-75k",0.26917,"Nursing"
"26583","$50-75k",0.15538,"Other"
"26584","$75-100k",0.21372,"Professional"
"26585","$25-50k",0.3142,"Other"
"26586","$50-75k",0.23036,"Professional"
"26587","$75-100k",0.13227,"Other"
"26588","$100k+",0.17611,"Analyst"
"26589","$75-100k",0.20358,"Police Officer"
"26590","$50-75k",0.15324,"Professional"
"26591","$25-50k",0.23984,"Other"
"26592","$75-100k",0.08674,"Other"
"26593","$50-75k",0.25259,"Realtor"
"26594","$25-50k",0.26526,"Social Worker"
"26595","$50-75k",0.23318,"Other"
"26596","$1-25k",0.17359,"Engineer"
"26597","$25-50k",0.27286,"Other"
"26598","$100k+",0.34621,"Professional"
"26599","$25-50k",0.25259,"Skilled Labor"
"26600","$1-25k",0.11247,"Other"
"26601","$50-75k",0.33553,"Professional"
"26602","$25-50k",0.15499,"Nursing"
"26603","$75-100k",0.11898,"Programmer"
"26604","$25-50k",0.1478,"Other"
